-131.05927579695478,-0.5537569579222821,-85.20116694237056
-131.05927579695478,-0.5537569579222821,-85.20116694237056
-131.05927579695478,-0.5537569579222821,-85.20116694237056
-131.05927579695478,-0.5537569579222821,-85.20116694237056
-130.21962699371258,-14.821915018278444,-85.20116694237056
-131.05927579695478,-0.5537569579222821,-85.20116694237056
-131.05927579695478,-9.828283325528938,-84.63421496051863
-131.05927579695478,-0.5537569579222821,-85.20116694237056
-131.05927579695478,-0.5537569579222821,-85.20116694237056
-131.05927579695478,-0.5537569579222821,-85.20116694237056
-131.05927579695478,-0.5537569579222821,-85.20116694237056
-131.05927579695478,-0.5537569579222821,-85.20116694237056
-131.05927579695478,-0.5537569579222821,-85.20116694237056
-130.34022761873746,-14.821915018278444,-85.20116694237056
-131.05927579695478,-0.5537569579222821,-85.20116694237056
-131.05927579695478,8.727355279272977,-84.75481558554353
-131.05927579695478,-0.5537569579222821,-85.20116694237056
-131.05927579695478,-0.5537569579222821,-85.20116694237056
-131.05927579695478,-0.5537569579222821,-85.20116694237056
-131.05928045587146,-0.553079421641598,-85.2011784780504
-131.05928044946955,-0.5530779091636936,-85.2011784780504
-131.05928045587174,-0.5530794215401473,-85.20117847805106
-131.0592804558632,-0.5530804071258205,-85.20117847167714
-130.21993517028716,-14.819141702449553,-85.20117834268105
-131.05928103094462,-0.5529414502989825,-85.20118024831257
-131.05920254333813,-9.827669868271991,-84.63441394423923
-131.05928045587146,-0.553079421641598,-85.2011784780504
-131.05928045587146,-0.553079421641598,-85.2011784780504
-131.05928045587146,-0.553079421641598,-85.2011784780504
-131.0592804622734,-0.5530809355049428,-85.20117847805041
-131.0592804558712,-0.5530794217430484,-85.20117847804975
-131.05928045587973,-0.5530784378906312,-85.20117848442368
-130.3403028576185,-14.821271095150404,-85.20117847644204
-131.0592799946572,-0.553190147502743,-85.20117705670299
-131.05935831246617,8.728033885256997,-84.75463239984434
-131.05928045587146,-0.553079421641598,-85.2011784780504
-131.05928045587146,-0.553079421641598,-85.2011784780504
-131.05928045587146,-0.553079421641598,-85.2011784780504
-131.0592845682781,-0.5521847212822834,-85.20119051244511
-131.04660184447877,-1.9038251444240266,-85.20119049852838
-131.05928458296907,-0.5521794557269838,-85.20119056862201
-131.05927068264074,-1.4334738985842057,-85.19094175113186
-130.22739081273755,-14.753410821078436,-85.2011902427625
-131.0592856546495,-0.5518837922684042,-85.20119409445275
-131.05913889154863,-9.785897628256558,-84.63936517901547
-131.0592845682781,-0.5521847212822834,-85.20119051244511
-131.0592845682781,-0.5521847212822834,-85.20119051244511
-131.0592845682781,-0.5521847212822834,-85.20119051244511
-131.05801641628707,-1.9079524778898576,-85.20119052384763
-131.0592845536496,-0.5521899637330813,-85.20119045650492
-131.0592985032519,0.3291628715092723,-85.20232262049346
-130.3470235949116,-14.757407741672232,-85.2011905051865
-131.05928369757893,-0.5524262400644057,-85.20118763498259
-131.05943014020787,8.687928020319971,-84.75865439764642
-131.0592845682781,-0.5521847212822834,-85.20119051244511
-131.0592845682781,-0.5521847212822834,-85.20119051244511
-131.0592845682781,-0.5521847212822834,-85.20119051244511
-131.05928870037818,-0.5512896949215145,-85.20120250734837
-131.0208429906303,-3.220724688386641,-85.20120246826693
-131.05928873256235,-0.5512680571110617,-85.20120269435787
-131.05924853944697,-2.2903438818845627,-85.17225874864388
-130.24841540489885,-14.566561372127047,-85.20120211497823
-131.05929030318404,-0.5508283865043376,-85.20120786985005
-131.05907769603735,-9.665433485045844,-84.65331354505336
-131.05928870037818,-0.5512896949215145,-85.20120250734837
-131.05928870037818,-0.5512896949215145,-85.20120250734837
-131.05928870037818,-0.5512896949215145,-85.20120250734837
-131.0433298650987,-3.226773577219023,-85.2012025316791
